performance_id,judge_id,score_type,judge_score
887,3,single_score,8
888,1,single_score,6
888,2,single_score,6
888,3,single_score,6
889,1,single_score,9
889,2,single_score,9
889,3,single_score,9
890,1,single_score,7.5
890,2,single_score,7.5
890,3,single_score,7.5
891,1,single_score,9
891,2,single_score,8
891,3,single_score,9.5
892,1,single_score,7.5
892,2,single_score,7.5
892,6,single_score,7.5
892,3,single_score,7.5
893,1,single_score,7
893,2,single_score,7
893,3,single_score,7
894,1,single_score,9
894,2,single_score,9
894,3,single_score,9
895,1,single_score,8
895,2,single_score,8
895,3,single_score,8
896,1,single_score,9
896,2,single_score,9
896,3,single_score,9
897,1,single_score,8
897,2,single_score,8
897,3,single_score,8
898,1,single_score,10
898,2,single_score,9
898,3,single_score,9
899,1,single_score,8
899,2,single_score,8
899,3,single_score,8
900,1,single_score,9
900,2,single_score,8
900,5,single_score,8
900,3,single_score,9
901,1,single_score,9
901,2,single_score,8
901,5,single_score,9
901,3,single_score,9
902,1,single_score,6
902,2,single_score,6
902,5,single_score,6
902,3,single_score,6
903,1,single_score,7
903,2,single_score,7
903,5,single_score,7
903,3,single_score,7
904,1,single_score,9
904,2,single_score,10
904,3,single_score,9
905,1,single_score,9
905,2,single_score,9
905,3,single_score,9
906,1,single_score,8
906,2,single_score,8
906,3,single_score,8
907,1,single_score,5
907,2,single_score,4
907,3,single_score,5
908,1,single_score,6
908,2,single_score,5
908,3,single_score,6
909,1,single_score,8
909,2,single_score,8
909,3,single_score,8
910,1,single_score,10
910,2,single_score,10
910,3,single_score,10
911,1,single_score,8
911,2,single_score,8
911,3,single_score,8
912,1,single_score,8
912,2,single_score,9
912,3,single_score,9
913,1,single_score,10
913,2,single_score,10
913,3,single_score,10
914,1,single_score,8
914,2,single_score,8
914,3,single_score,8
915,1,single_score,9
915,2,single_score,9
915,3,single_score,9
916,1,single_score,8
916,2,single_score,9
916,3,single_score,9
917,1,single_score,7
917,2,single_score,7
917,5,single_score,7
917,3,single_score,7
918,1,single_score,7
918,2,single_score,7
918,5,single_score,8
918,3,single_score,7
919,1,single_score,6
919,2,single_score,5
919,5,single_score,5
919,3,single_score,6
920,1,single_score,8
920,2,single_score,8
920,5,single_score,8
920,3,single_score,8
921,1,single_score,7
921,2,single_score,7
921,3,single_score,7
922,1,single_score,8
922,2,single_score,8
922,6,single_score,8
922,3,single_score,8
923,1,single_score,9
923,2,single_score,9
923,6,single_score,8.5
923,3,single_score,9
924,1,single_score,9
924,2,single_score,9
924,6,single_score,9
924,3,single_score,9
925,1,single_score,6
925,2,single_score,6
925,3,single_score,6
926,1,single_score,7
926,2,single_score,6
926,3,single_score,7
927,1,single_score,6
927,2,single_score,6
927,3,single_score,6
928,1,single_score,9
928,2,single_score,9
928,3,single_score,9
929,1,single_score,9
929,2,single_score,9
929,3,single_score,9
930,1,single_score,9
930,2,single_score,9
930,3,single_score,10
931,1,single_score,4
931,2,single_score,5
931,3,single_score,4
932,1,single_score,7
932,2,single_score,7
932,3,single_score,7
933,1,single_score,8
933,2,single_score,8
933,3,single_score,9
934,1,single_score,6
934,2,single_score,6
934,3,single_score,6
935,1,single_score,8
935,2,single_score,8
935,5,single_score,8
935,3,single_score,8
936,1,single_score,8
936,2,single_score,9
936,5,single_score,8
936,3,single_score,8
937,1,single_score,7
937,2,single_score,7
937,5,single_score,7
937,3,single_score,7
938,1,single_score,9
938,2,single_score,9
938,3,single_score,10
939,1,single_score,10
939,2,single_score,10
939,3,single_score,10
940,1,single_score,7
940,2,single_score,7
940,3,single_score,8
941,1,single_score,6
941,2,single_score,6
941,3,single_score,6
942,1,single_score,7
942,2,single_score,7
942,3,single_score,7
943,1,single_score,8
943,2,single_score,8
943,3,single_score,9
944,1,single_score,9
944,2,single_score,9
944,3,single_score,10
945,1,single_score,8
945,2,single_score,8
945,3,single_score,8
946,1,single_score,9
946,2,single_score,9
946,3,single_score,9
947,1,single_score,9
947,2,single_score,8
947,3,single_score,9
948,1,single_score,10
948,2,single_score,10
948,3,single_score,10
949,1,single_score,7
949,2,single_score,7
949,5,single_score,8
949,3,single_score,8
950,1,single_score,9
950,2,single_score,8
950,5,single_score,9
950,3,single_score,8
951,1,single_score,9
951,2,single_score,8
951,5,single_score,9
951,3,single_score,10
952,1,single_score,8
952,2,single_score,8
952,3,single_score,8
953,1,single_score,5
953,2,single_score,5
953,3,single_score,5
954,1,single_score,8
954,2,single_score,9
954,3,single_score,8
955,1,single_score,10
955,2,single_score,9.5
955,6,single_score,10
955,3,single_score,10
956,1,single_score,9
956,2,single_score,9
956,6,single_score,9.5
956,3,single_score,9.5
957,1,single_score,10
957,2,single_score,9.5
957,6,single_score,10
957,3,single_score,10
958,1,single_score,8.5
958,2,single_score,9
958,6,single_score,8.5
958,3,single_score,8.5
959,1,single_score,7
959,2,single_score,7
959,3,single_score,7
960,1,single_score,4
960,2,single_score,4
960,3,single_score,4
961,1,single_score,8
961,2,single_score,8
961,3,single_score,8
962,1,single_score,7
962,2,single_score,6
962,3,single_score,6
963,1,single_score,7
963,2,single_score,7
963,3,single_score,7
964,1,single_score,9
964,2,single_score,7
964,3,single_score,7
965,1,single_score,8
965,2,single_score,8
965,3,single_score,8
966,1,single_score,8
966,2,single_score,8
966,3,single_score,9
967,1,single_score,9
967,2,single_score,10
967,3,single_score,9
968,1,single_score,10
968,2,single_score,10
968,3,single_score,10
969,1,single_score,6
969,2,single_score,6
969,3,single_score,5
970,1,single_score,9
970,2,single_score,9
970,3,single_score,9
971,1,single_score,8
971,2,single_score,7
971,5,single_score,8
971,3,single_score,8
972,1,single_score,7
972,2,single_score,7
972,5,single_score,7
972,3,single_score,7
973,1,single_score,7
973,2,single_score,7
973,5,single_score,8
973,3,single_score,8
974,1,single_score,8
974,2,single_score,7
974,5,single_score,8
974,3,single_score,8
975,1,single_score,8
975,2,single_score,8
975,3,single_score,7
976,1,single_score,8
976,2,single_score,9
976,3,single_score,8
977,1,single_score,8
977,2,single_score,8
977,3,single_score,8
978,1,single_score,10
978,2,single_score,10
978,3,single_score,10
979,1,single_score,7
979,2,single_score,7
979,5,single_score,8
979,3,single_score,8
980,1,single_score,8
980,2,single_score,8
980,5,single_score,9
980,3,single_score,9
981,1,single_score,8
981,2,single_score,9
981,5,single_score,8
981,3,single_score,9
983,1,single_score,7
983,2,single_score,7
983,3,single_score,7
984,1,single_score,8
984,2,single_score,8
984,3,single_score,8
985,1,single_score,9
985,2,single_score,8
985,3,single_score,8
986,1,single_score,9
986,2,single_score,9.5
986,6,single_score,9.5
986,3,single_score,9.5
987,1,single_score,8
987,2,single_score,8
987,3,single_score,8.5
988,1,single_score,8
988,2,single_score,7
988,3,single_score,8
989,1,single_score,7
989,2,single_score,7
989,3,single_score,7
990,1,single_score,7
990,2,single_score,6
990,3,single_score,7
991,1,single_score,8
991,2,single_score,7
991,3,single_score,8
992,1,single_score,7
992,2,single_score,7
992,3,single_score,7
993,1,single_score,6
993,2,single_score,6
993,3,single_score,6
994,1,single_score,6
994,2,single_score,5
994,3,single_score,6
995,1,single_score,7
995,2,single_score,6
995,3,single_score,7
996,1,single_score,7
996,2,single_score,6
996,3,single_score,5
998,1,single_score,8
998,2,single_score,8
998,3,single_score,8
999,1,single_score,7
999,2,single_score,8
999,3,single_score,8
1000,1,single_score,7
1000,2,single_score,6
1000,3,single_score,6
1001,1,single_score,9
1001,2,single_score,9
1001,3,single_score,10
1002,1,single_score,7
1002,2,single_score,7
1002,3,single_score,7
1003,1,single_score,7
1003,7,single_score,7
1003,5,single_score,6
1003,3,single_score,6
1004,1,single_score,9
1004,2,single_score,8
1004,3,single_score,8
1005,1,single_score,7
1005,2,single_score,7
1005,3,single_score,7
1006,1,single_score,8
1006,2,single_score,8
1006,3,single_score,8
1007,1,single_score,6
1007,2,single_score,6
1007,3,single_score,6
1008,1,single_score,9
1008,2,single_score,9
1008,3,single_score,8
1009,1,single_score,9
1009,2,single_score,9
1009,3,single_score,9
1010,1,single_score,8
1010,2,single_score,8
1010,3,single_score,8
1011,1,single_score,8
1011,2,single_score,8
1011,3,single_score,8
1012,1,single_score,7
1012,2,single_score,6
1012,5,single_score,7
1012,3,single_score,7
1013,1,single_score,8
1013,2,single_score,7
1013,5,single_score,7
1013,3,single_score,8
1014,1,single_score,9
1014,2,single_score,8
1014,5,single_score,9
1014,3,single_score,9
1015,1,single_score,7
1015,2,single_score,7
1015,5,single_score,7
1015,3,single_score,7
1016,1,single_score,9
1016,2,single_score,7
1016,3,single_score,9
1017,1,single_score,7
1017,2,single_score,7
1017,3,single_score,7
1018,1,single_score,7
1018,2,single_score,7
1018,3,single_score,7
1019,1,single_score,10
1019,2,single_score,9.5
1019,3,single_score,10
1020,1,single_score,8.5
1020,2,single_score,8.5
1020,3,single_score,8.5
1021,1,single_score,9.5
1021,2,single_score,9.5
1021,3,single_score,10
1023,1,single_score,8
1023,2,single_score,7
1023,3,single_score,8
1024,1,single_score,7
1024,2,single_score,6
1024,3,single_score,7
1025,1,single_score,8
1025,2,single_score,8
1025,3,single_score,8
1026,1,single_score,6
1026,2,single_score,7
1026,3,single_score,7
1027,1,single_score,7
1027,2,single_score,8
1027,3,single_score,7
1028,1,single_score,9
1028,2,single_score,9
1028,3,single_score,9
1029,1,single_score,9
1029,2,single_score,9
1029,3,single_score,9
1030,1,single_score,10
1030,2,single_score,9
1030,3,single_score,9
1031,1,single_score,9
1031,2,single_score,9
1031,3,single_score,10
1032,1,single_score,8
1032,2,single_score,8
1032,3,single_score,8
1034,1,single_score,10
1034,2,single_score,9
1034,3,single_score,10
1035,1,single_score,8
1035,7,single_score,8
1035,5,single_score,8
1035,3,single_score,8
1036,1,single_score,7
1036,7,single_score,9
1036,5,single_score,6
1036,3,single_score,7
1037,1,single_score,7
1037,7,single_score,8
1037,5,single_score,8
1037,3,single_score,8
1038,1,single_score,7
1038,7,single_score,7
1038,5,single_score,7
1038,3,single_score,7
1039,1,single_score,6
1039,2,single_score,7
1039,3,single_score,7
1040,1,single_score,8
1040,2,single_score,8
1040,3,single_score,8
1041,1,single_score,6
1041,2,single_score,5
1041,3,single_score,6
1042,1,single_score,8
1042,2,single_score,9
1042,3,single_score,8
1043,1,single_score,9
1043,2,single_score,9
1043,3,single_score,9
1044,1,single_score,10
1044,2,single_score,10
1044,3,single_score,10
1045,1,single_score,9
1045,2,single_score,9
1045,3,single_score,9
1046,1,single_score,10
1046,2,single_score,9
1046,5,single_score,10
1046,3,single_score,10
1047,1,single_score,8
1047,2,single_score,8
1047,5,single_score,8
1047,3,single_score,8
1048,1,single_score,7
1048,2,single_score,7
1048,5,single_score,7
1048,3,single_score,7
1049,1,single_score,7
1049,2,single_score,7
1049,3,single_score,8
1050,1,single_score,9
1050,2,single_score,9
1050,8,single_score,9
1050,3,single_score,9
1051,1,single_score,9
1051,2,single_score,9
1051,3,single_score,9
1052,1,single_score,7
1052,2,single_score,6
1052,3,single_score,7
1053,1,single_score,9
1053,2,single_score,8
1053,3,single_score,9
1054,1,single_score,8
1054,2,single_score,7
1054,3,single_score,8
1055,1,single_score,5
1055,2,single_score,5
1055,3,single_score,5
1056,1,single_score,8
1056,2,single_score,7
1056,3,single_score,8
1057,1,single_score,6
1057,2,single_score,6
1057,3,single_score,6
1058,1,single_score,6
1058,2,single_score,6
1058,3,single_score,6
1059,1,single_score,10
1059,2,single_score,10
1059,3,single_score,9
1060,1,single_score,10
1060,2,single_score,9
1060,3,single_score,10
1061,1,single_score,9
1061,2,single_score,9
1061,3,single_score,9
1062,1,single_score,10
1062,2,single_score,9
1062,3,single_score,10
1063,1,single_score,10
1063,2,single_score,10
1063,3,single_score,10
1064,1,single_score,8
1064,2,single_score,7
1064,3,single_score,8
1065,1,single_score,7
1065,2,single_score,8
1065,3,single_score,7
1066,1,single_score,9
1066,2,single_score,8
1066,3,single_score,9
1067,1,single_score,7
1067,7,single_score,7
1067,5,single_score,7
1067,3,single_score,8
1068,1,single_score,8
1068,7,single_score,8
1068,5,single_score,8
1068,3,single_score,8
1069,1,single_score,8
1069,7,single_score,8
1069,5,single_score,8
1069,3,single_score,8
1070,1,single_score,9
1070,2,single_score,8
1070,3,single_score,9
1071,1,single_score,6
1071,2,single_score,6
1071,3,single_score,7
1072,1,single_score,8
1072,2,single_score,7
1072,3,single_score,8
1073,1,single_score,8
1073,2,single_score,8
1073,3,single_score,8
1074,1,single_score,9
1074,2,single_score,10
1074,3,single_score,10
1075,1,single_score,10
1075,2,single_score,10
1075,3,single_score,9
1076,1,single_score,6
1076,2,single_score,6
1076,5,single_score,6
1076,3,single_score,6
1077,1,single_score,7
1077,2,single_score,6
1077,5,single_score,7
1077,3,single_score,7
1078,1,single_score,8
1078,2,single_score,8
1078,5,single_score,9
1078,3,single_score,9
1079,1,single_score,8
1079,2,single_score,7
1079,8,single_score,8
1079,3,single_score,8
1080,1,single_score,9
1080,2,single_score,8
1080,8,single_score,9
1080,3,single_score,9
1081,1,single_score,9
1081,2,single_score,9
1081,8,single_score,9
1081,3,single_score,9
1082,1,single_score,7
1082,2,single_score,7
1082,8,single_score,8
1082,3,single_score,8
1083,1,single_score,9
1083,2,single_score,8
1083,3,single_score,10
1084,1,single_score,8.5
1084,2,single_score,9.5
1084,3,single_score,9
1085,1,single_score,10
1085,2,single_score,9.5
1085,3,single_score,9.5
1086,1,single_score,9
1086,2,single_score,8
1086,3,single_score,9
1087,1,single_score,9
1087,2,single_score,8
1087,3,single_score,9
1088,1,single_score,7
1088,2,single_score,6
1088,9,single_score,6
1088,3,single_score,7
1089,1,single_score,9
1089,2,single_score,8
1089,3,single_score,9
1090,1,single_score,7
1090,2,single_score,6
1090,3,single_score,7
1091,1,single_score,7
1091,2,single_score,6
1091,3,single_score,7
1092,1,single_score,8
1092,2,single_score,8
1092,3,single_score,8
1093,1,single_score,9
1093,2,single_score,9
1093,3,single_score,10
1094,1,single_score,10
1094,2,single_score,9
1094,3,single_score,9
1095,1,single_score,9
1095,2,single_score,9
1095,3,single_score,10
1096,1,single_score,9
1096,2,single_score,9
1096,3,single_score,9
1097,1,single_score,9
1097,2,single_score,9
1097,3,single_score,9
1098,1,single_score,10
1098,7,single_score,10
1098,5,single_score,10
1098,3,single_score,10
1099,1,single_score,8
1099,7,single_score,10
1099,5,single_score,8
1099,3,single_score,8
1100,1,single_score,10
1100,7,single_score,10
1100,5,single_score,10
1100,3,single_score,10
1101,1,single_score,9
1101,5,single_score,9
1101,3,single_score,9
1101,10,single_score,9
1102,1,single_score,8
1102,2,single_score,8
1102,3,single_score,8
1103,1,single_score,9
1103,2,single_score,9
1103,3,single_score,9
1104,1,single_score,10
1104,2,single_score,10
1104,3,single_score,10
1105,1,single_score,10
1105,2,single_score,10
1105,3,single_score,10
1106,1,single_score,9
1106,2,single_score,10
1106,3,single_score,9
1107,1,single_score,7
1107,2,single_score,6
1107,5,single_score,7
1107,3,single_score,7
1108,1,single_score,7
1108,2,single_score,7
1108,5,single_score,7
1108,3,single_score,7
1109,1,single_score,10
1109,2,single_score,9
1109,5,single_score,9
1109,3,single_score,10
1110,1,single_score,10
1110,2,single_score,9
1110,8,single_score,10
1110,3,single_score,10
1111,1,single_score,9
1111,2,single_score,9
1111,8,single_score,9
1111,3,single_score,9
1112,1,single_score,9
1112,2,single_score,9
1112,8,single_score,9
1112,3,single_score,9
1114,1,single_score,9
1114,2,single_score,9
1114,3,single_score,9.5
1115,1,single_score,8
1115,2,single_score,7
1115,3,single_score,8
1116,1,single_score,7
1116,2,single_score,6
1116,3,single_score,7
1117,1,single_score,7
1117,2,single_score,7
1117,3,single_score,7
1118,1,single_score,5
1118,2,single_score,5
1118,9,single_score,5
1118,3,single_score,5
1119,1,single_score,6
1119,2,single_score,6
1119,9,single_score,6
1119,3,single_score,6
1120,1,single_score,7
1120,2,single_score,6
1120,9,single_score,7
1120,3,single_score,7
1121,1,single_score,5
1121,2,single_score,5
1121,9,single_score,5
1121,3,single_score,5
1122,1,single_score,6
1122,2,single_score,6
1122,3,single_score,6
1123,1,single_score,5
1123,2,single_score,5
1123,3,single_score,6
1124,1,single_score,9
1124,2,single_score,8
1124,3,single_score,9
1125,1,single_score,7
1125,2,single_score,8
1125,3,single_score,8
1126,1,single_score,9
1126,2,single_score,8
1126,3,single_score,9
1127,1,single_score,9
1127,2,single_score,9
1127,3,single_score,10
1128,1,single_score,10
1128,2,single_score,9
1128,3,single_score,10
1129,1,single_score,5
1129,2,single_score,6
1129,3,single_score,6
1130,1,single_score,7
1130,2,single_score,7
1130,3,single_score,7
1131,1,single_score,10
1131,2,single_score,9
1131,3,single_score,10
1132,1,single_score,10
1132,2,single_score,10
1132,3,single_score,10
1133,1,single_score,6
1133,5,single_score,6
1133,3,single_score,6
1133,10,single_score,6
1134,1,single_score,8
1134,5,single_score,7
1134,3,single_score,7
1134,10,single_score,7
1135,1,single_score,8
1135,5,single_score,8
1135,3,single_score,8
1135,10,single_score,9
1136,1,single_score,6
1136,5,single_score,6
1136,3,single_score,6
1136,10,single_score,7
1137,1,single_score,9
1137,2,single_score,8
1137,3,single_score,9
1138,1,single_score,8
1138,2,single_score,9
1138,3,single_score,8
1139,1,single_score,9
1139,2,single_score,9
1139,3,single_score,9
1140,1,single_score,6
1140,2,single_score,5
1140,3,single_score,5
1141,1,single_score,10
1141,2,single_score,10
1141,3,single_score,10
1142,1,single_score,10
1142,2,single_score,10
1142,3,single_score,10
1143,1,single_score,10
1143,2,single_score,10
1143,3,single_score,10
1144,1,single_score,9
1144,2,single_score,9
1144,3,single_score,10
1145,1,single_score,10
1145,2,single_score,9
1145,5,single_score,10
1145,3,single_score,10
1146,1,single_score,9
1146,2,single_score,9
1146,5,single_score,10
1146,3,single_score,10
1147,1,single_score,8
1147,2,single_score,7
1147,5,single_score,7
1147,3,single_score,7
1148,1,single_score,8
1148,2,single_score,8
1148,8,single_score,8
1148,3,single_score,8
1149,1,single_score,7
1149,2,single_score,7
1149,5,single_score,7
1149,3,single_score,7
1150,1,single_score,10
1150,2,single_score,10
1150,3,single_score,10
1151,1,single_score,9
1151,2,single_score,9
1151,3,single_score,9
1152,1,single_score,9.5
1152,2,single_score,10
1152,3,single_score,10
1153,1,single_score,9.5
1153,2,single_score,8.5
1153,3,single_score,10
1154,1,single_score,7
1154,2,single_score,5
1154,3,single_score,7
1155,1,single_score,9
1155,2,single_score,8
1155,3,single_score,9
1156,1,single_score,7
1156,2,single_score,7
1156,3,single_score,8
1157,1,single_score,5
1157,2,single_score,5
1157,9,single_score,5
1157,3,single_score,5
1158,1,single_score,7
1158,2,single_score,7
1158,9,single_score,7
1158,3,single_score,8
1159,1,single_score,6
1159,2,single_score,5
1159,9,single_score,5
1159,3,single_score,5
1160,1,single_score,4
1160,2,single_score,4
1160,9,single_score,5
1160,3,single_score,4
1161,1,single_score,6
1161,2,single_score,6
1161,3,single_score,6
1162,1,single_score,7
1162,2,single_score,7
1162,3,single_score,7
1163,1,single_score,7
1163,2,single_score,7
1163,3,single_score,7
1164,1,single_score,8
1164,2,single_score,9
1164,3,single_score,8
1165,1,single_score,8
1165,2,single_score,8
1165,3,single_score,8
1166,1,single_score,9
1166,2,single_score,10
1166,3,single_score,10
1167,1,single_score,8
1167,2,single_score,8
1167,3,single_score,9
1168,1,single_score,9
1168,2,single_score,10
1168,3,single_score,10
1169,1,single_score,8
1169,2,single_score,7
1169,3,single_score,7
1170,1,single_score,10
1170,5,single_score,10
1170,3,single_score,10
1170,10,single_score,9
1171,1,single_score,7
1171,5,single_score,7
1171,3,single_score,7
1171,10,single_score,8
1172,1,single_score,7
1172,5,single_score,7
1172,3,single_score,7
1172,10,single_score,7
1173,1,single_score,9
1173,5,single_score,10
1173,3,single_score,9
1173,10,single_score,9
1174,1,single_score,8
1174,2,single_score,8
1174,3,single_score,8
1175,1,single_score,8
1175,2,single_score,8
1175,3,single_score,8
1176,1,single_score,7
1176,2,single_score,7
1176,3,single_score,8
1177,1,single_score,9
1177,2,single_score,8
1177,3,single_score,9
1178,1,single_score,9
1178,2,single_score,9
1178,3,single_score,9
1179,1,single_score,8
1179,2,single_score,8
1179,3,single_score,8
1180,1,single_score,8
1180,2,single_score,7
1180,3,single_score,7
1181,1,single_score,8
1181,2,single_score,8
1181,3,single_score,9
1182,1,single_score,9
1182,2,single_score,8
1182,5,single_score,8
1182,3,single_score,9
1183,1,single_score,9
1183,2,single_score,8
1183,5,single_score,8
1183,3,single_score,9
1184,1,single_score,7
1184,2,single_score,7
1184,5,single_score,7
1184,3,single_score,7
1185,1,single_score,9
1185,2,single_score,8
1185,5,single_score,9
1185,3,single_score,9
1186,1,single_score,8
1186,2,single_score,8
1186,5,single_score,9
1186,3,single_score,8
1187,1,single_score,8
1187,2,single_score,8
1187,5,single_score,8
1187,3,single_score,8
1188,1,single_score,9.5
1188,2,single_score,8.5
1188,3,single_score,9.5
1189,1,single_score,10
1189,2,single_score,10
1189,3,single_score,10
1190,1,single_score,8.5
1190,2,single_score,8.5
1190,3,single_score,9.5
1191,1,single_score,8
1191,2,single_score,8
1191,3,single_score,9
1192,1,single_score,6
1192,2,single_score,5
1192,3,single_score,6
1193,1,single_score,8
1193,2,single_score,8
1193,3,single_score,8
1194,1,single_score,7
1194,2,single_score,7
1194,3,single_score,7
1195,1,single_score,7
1195,2,single_score,7
1195,9,single_score,6
1195,3,single_score,7
1196,1,single_score,7
1196,2,single_score,7
1196,9,single_score,7
1196,3,single_score,7
1197,1,single_score,5
1197,2,single_score,5
1197,9,single_score,5
1197,3,single_score,6
1198,1,single_score,7
1198,2,single_score,7
1198,9,single_score,7
1198,3,single_score,7
1199,1,single_score,8
1199,2,single_score,7
1199,3,single_score,8
1200,1,single_score,6
1200,2,single_score,5
1200,3,single_score,5
1201,1,single_score,8
1201,2,single_score,8
1201,3,single_score,8
1202,1,single_score,5
1202,2,single_score,5
1202,3,single_score,5
1203,1,single_score,10
1203,2,single_score,10
1203,3,single_score,10
1204,1,single_score,8
1204,2,single_score,8
1204,3,single_score,9
1205,1,single_score,9
1205,2,single_score,9
1205,3,single_score,8
1206,1,single_score,10
1206,2,single_score,9
1206,3,single_score,10
1207,1,single_score,7
1207,2,single_score,6
1207,3,single_score,5
1208,1,single_score,10
1208,5,single_score,10
1208,3,single_score,10
1208,10,single_score,10
1209,1,single_score,8
1209,11,single_score,6
1209,5,single_score,7
1209,3,single_score,7
1210,1,single_score,9
1210,2,single_score,8
1210,3,single_score,8
1211,1,single_score,6
1211,2,single_score,5
1211,3,single_score,5
1212,1,single_score,8
1212,5,single_score,8
1212,3,single_score,8
1213,1,single_score,9
1213,2,single_score,10
1213,3,single_score,10
1214,1,single_score,10
1214,2,single_score,10
1214,3,single_score,10
1215,1,single_score,7
1215,2,single_score,7
1215,5,single_score,7
1215,3,single_score,8
1216,1,single_score,8
1216,2,single_score,8
1216,5,single_score,7
1216,3,single_score,9
1217,1,single_score,8
1217,2,single_score,7
1217,5,single_score,8
1217,3,single_score,8
1218,1,single_score,10
1218,2,single_score,8
1218,5,single_score,9
1218,3,single_score,10
1219,1,single_score,7
1219,2,single_score,8
1219,5,single_score,9
1219,3,single_score,9
1220,1,single_score,9
1220,2,single_score,8
1220,5,single_score,8
1220,3,single_score,9
1221,1,single_score,8
1221,2,single_score,7
1221,5,single_score,8
1221,3,single_score,8
1222,1,single_score,8
1222,2,single_score,8
1222,5,single_score,8
1222,3,single_score,8
1225,1,single_score,9
1225,2,single_score,9
1225,3,single_score,9
1226,1,single_score,9
1226,2,single_score,7
1226,3,single_score,9
1227,1,single_score,8
1227,2,single_score,8
1227,3,single_score,8
1228,1,single_score,6
1228,2,single_score,6
1228,9,single_score,6
1228,3,single_score,6
1229,1,single_score,7
1229,2,single_score,4
1229,9,single_score,5
1229,3,single_score,5
1230,1,single_score,7
1230,2,single_score,6
1230,9,single_score,6
1230,3,single_score,6
1231,1,single_score,6
1231,2,single_score,5
1231,9,single_score,6
1231,3,single_score,5
1232,1,single_score,6
1232,2,single_score,5
1232,9,single_score,6
1232,3,single_score,6
1233,1,single_score,5
1233,2,single_score,4
1233,9,single_score,4
1233,3,single_score,5
1234,1,single_score,7
1234,2,single_score,7
1234,9,single_score,7
1234,3,single_score,7
1235,1,single_score,8
1235,2,single_score,8
1235,9,single_score,8
1235,3,single_score,8
1236,1,single_score,7
1236,2,single_score,7
1236,3,single_score,7
1237,1,single_score,8
1237,2,single_score,8
1237,3,single_score,8
1240,1,single_score,10
1240,2,single_score,9
1240,3,single_score,10
1241,1,single_score,9
1241,2,single_score,10
1241,3,single_score,10
1242,1,single_score,10
1242,2,single_score,10
1242,3,single_score,10
1243,1,single_score,9
1243,2,single_score,10
1243,3,single_score,10
1244,1,single_score,6
1244,2,single_score,7
1244,3,single_score,7
1245,1,single_score,9
1245,2,single_score,9
1245,3,single_score,9
1246,1,single_score,9
1246,2,single_score,8
1246,3,single_score,9
1247,1,single_score,10
1247,2,single_score,8
1247,3,single_score,10
1248,1,single_score,10
1248,2,single_score,10
1248,3,single_score,10
1249,1,single_score,8
1249,11,single_score,8
1249,5,single_score,8
1249,3,single_score,8
1250,1,single_score,6
1250,11,single_score,6
1250,5,single_score,6
1250,3,single_score,6
1251,1,single_score,8
1251,11,single_score,9
1251,5,single_score,9
1251,3,single_score,8
1252,1,single_score,8
1252,11,single_score,8
1252,5,single_score,8
1252,3,single_score,9
1253,1,single_score,9
1253,5,single_score,9
1253,3,single_score,9
1254,1,single_score,7
1254,5,single_score,7
1254,3,single_score,7
1255,1,single_score,6
1255,5,single_score,6
1255,3,single_score,6
1256,1,single_score,10
1256,2,single_score,10
1256,3,single_score,10
1259,1,single_score,9
1259,2,single_score,10
1259,5,single_score,9
1259,3,single_score,9
1260,1,single_score,10
1260,2,single_score,9
1260,5,single_score,10
1260,3,single_score,10
1261,1,single_score,7
1261,2,single_score,7
1261,12,single_score,7
1261,3,single_score,7
1262,1,single_score,8.5
1262,2,single_score,9.5
1262,3,single_score,9.5
1263,1,single_score,8
1263,2,single_score,8
1263,3,single_score,8
1264,1,single_score,9
1264,2,single_score,9
1264,3,single_score,9
1265,1,single_score,10
1265,2,single_score,9.5
1265,3,single_score,9.5
1266,1,single_score,9
1266,2,single_score,9
1266,3,single_score,9
1267,1,single_score,8
1267,2,single_score,8
1267,3,single_score,8
1268,1,single_score,8
1268,2,single_score,8
1268,3,single_score,9
1269,1,single_score,7
1269,2,single_score,6
1269,9,single_score,7
1269,3,single_score,6
1270,1,single_score,7
1270,2,single_score,7
1270,9,single_score,7
1270,3,single_score,7
1271,1,single_score,6
1271,2,single_score,6
1271,9,single_score,6
1271,3,single_score,6
1272,1,single_score,7
1272,2,single_score,7
1272,9,single_score,7
1272,3,single_score,7
1273,1,single_score,7
1273,2,single_score,6
1273,9,single_score,6
1273,3,single_score,6
1275,1,single_score,6
1275,2,single_score,7
1275,3,single_score,7
1276,1,single_score,10
1276,2,single_score,10
1276,3,single_score,10
1277,1,single_score,10
1277,2,single_score,10
1277,3,single_score,10
1278,1,single_score,10
1278,2,single_score,10
1278,3,single_score,10
1279,1,single_score,5
1279,11,single_score,5
1279,5,single_score,5
1279,3,single_score,5
1280,1,single_score,6
1280,11,single_score,6
1280,5,single_score,5
1280,3,single_score,6
1281,1,single_score,9
1281,11,single_score,9
1281,5,single_score,9
1281,3,single_score,9
1282,1,single_score,8
1282,5,single_score,8
1282,3,single_score,8
1283,1,single_score,9
1283,5,single_score,9
1283,3,single_score,9
1284,1,single_score,8
1284,5,single_score,8
1284,3,single_score,8
1285,1,single_score,8
1285,5,single_score,8
1285,3,single_score,8
1286,1,single_score,8
1286,2,single_score,7
1286,5,single_score,8
1286,3,single_score,8
1287,1,single_score,8
1287,2,single_score,9
1287,5,single_score,9
1287,3,single_score,9
