score_id,performance_id,judge_id,score_type,judge_score
2793,946,2,single_score,9
2794,946,3,single_score,9
2795,947,1,single_score,9
2796,947,2,single_score,8
2797,947,3,single_score,9
2798,948,1,single_score,10
2799,948,2,single_score,10
2800,948,3,single_score,10
2801,949,1,single_score,7
2802,949,2,single_score,7
2803,949,5,single_score,8
2804,949,3,single_score,8
2805,950,1,single_score,9
2806,950,2,single_score,8
2807,950,5,single_score,9
2808,950,3,single_score,8
2809,951,1,single_score,9
2810,951,2,single_score,8
2811,951,5,single_score,9
2812,951,3,single_score,10
2813,952,1,single_score,8
2814,952,2,single_score,8
2815,952,3,single_score,8
2816,953,1,single_score,5
2817,953,2,single_score,5
2818,953,3,single_score,5
2819,954,1,single_score,8
2820,954,2,single_score,9
2821,954,3,single_score,8
2822,955,1,single_score,10
2823,955,2,single_score,9.5
2824,955,6,single_score,10
2825,955,3,single_score,10
2826,956,1,single_score,9
2827,956,2,single_score,9
2828,956,6,single_score,9.5
2829,956,3,single_score,9.5
2830,957,1,single_score,10
2831,957,2,single_score,9.5
2832,957,6,single_score,10
2833,957,3,single_score,10
2834,958,1,single_score,8.5
2835,958,2,single_score,9
2836,958,6,single_score,8.5
2837,958,3,single_score,8.5
2838,959,1,single_score,7
2839,959,2,single_score,7
2840,959,3,single_score,7
2841,960,1,single_score,4
2842,960,2,single_score,4
2843,960,3,single_score,4
2844,961,1,single_score,8
2845,961,2,single_score,8
2846,961,3,single_score,8
2847,962,1,single_score,7
2848,962,2,single_score,6
2849,962,3,single_score,6
2850,963,1,single_score,7
2851,963,2,single_score,7
2852,963,3,single_score,7
2853,964,1,single_score,9
2854,964,2,single_score,7
2855,964,3,single_score,7
2856,965,1,single_score,8
2857,965,2,single_score,8
2858,965,3,single_score,8
2859,966,1,single_score,8
2860,966,2,single_score,8
2861,966,3,single_score,9
2862,967,1,single_score,9
2863,967,2,single_score,10
2864,967,3,single_score,9
2865,968,1,single_score,10
2866,968,2,single_score,10
2867,968,3,single_score,10
2868,969,1,single_score,6
2869,969,2,single_score,6
2870,969,3,single_score,5
2871,970,1,single_score,9
2872,970,2,single_score,9
2873,970,3,single_score,9
2874,971,1,single_score,8
2875,971,2,single_score,7
2876,971,5,single_score,8
2877,971,3,single_score,8
2878,972,1,single_score,7
2879,972,2,single_score,7
2880,972,5,single_score,7
2881,972,3,single_score,7
2882,973,1,single_score,7
2883,973,2,single_score,7
2884,973,5,single_score,8
2885,973,3,single_score,8
2886,974,1,single_score,8
2887,974,2,single_score,7
2888,974,5,single_score,8
2889,974,3,single_score,8
2890,975,1,single_score,8
2891,975,2,single_score,8
2892,975,3,single_score,7
2893,976,1,single_score,8
2894,976,2,single_score,9
2895,976,3,single_score,8
2896,977,1,single_score,8
2897,977,2,single_score,8
2898,977,3,single_score,8
2899,978,1,single_score,10
2900,978,2,single_score,10
2901,978,3,single_score,10
2902,979,1,single_score,7
2903,979,2,single_score,7
2904,979,5,single_score,8
2905,979,3,single_score,8
2906,980,1,single_score,8
2907,980,2,single_score,8
2908,980,5,single_score,9
2909,980,3,single_score,9
2910,981,1,single_score,8
2911,981,2,single_score,9
2912,981,5,single_score,8
2913,981,3,single_score,9
2914,983,1,single_score,7
2915,983,2,single_score,7
2916,983,3,single_score,7
2917,984,1,single_score,8
2918,984,2,single_score,8
2919,984,3,single_score,8
2920,985,1,single_score,9
2921,985,2,single_score,8
2922,985,3,single_score,8
2923,986,1,single_score,9
2924,986,2,single_score,9.5
2925,986,6,single_score,9.5
2926,986,3,single_score,9.5
2927,987,1,single_score,8
2928,987,2,single_score,8
2929,987,3,single_score,8.5
2930,988,1,single_score,8
2931,988,2,single_score,7
2932,988,3,single_score,8
2933,989,1,single_score,7
2934,989,2,single_score,7
2935,989,3,single_score,7
2936,990,1,single_score,7
2937,990,2,single_score,6
2938,990,3,single_score,7
2939,991,1,single_score,8
2940,991,2,single_score,7
2941,991,3,single_score,8
2942,992,1,single_score,7
2943,992,2,single_score,7
2944,992,3,single_score,7
2945,993,1,single_score,6
2946,993,2,single_score,6
2947,993,3,single_score,6
2948,994,1,single_score,6
2949,994,2,single_score,5
2950,994,3,single_score,6
2951,995,1,single_score,7
2952,995,2,single_score,6
2953,995,3,single_score,7
2954,996,1,single_score,7
2955,996,2,single_score,6
2956,996,3,single_score,5
2957,998,1,single_score,8
2958,998,2,single_score,8
2959,998,3,single_score,8
2960,999,1,single_score,7
2961,999,2,single_score,8
2962,999,3,single_score,8
2963,1000,1,single_score,7
2964,1000,2,single_score,6
2965,1000,3,single_score,6
2966,1001,1,single_score,9
2967,1001,2,single_score,9
2968,1001,3,single_score,10
2969,1002,1,single_score,7
2970,1002,2,single_score,7
2971,1002,3,single_score,7
2972,1003,1,single_score,7
2973,1003,7,single_score,7
2974,1003,5,single_score,6
2975,1003,3,single_score,6
2976,1004,1,single_score,9
2977,1004,2,single_score,8
2978,1004,3,single_score,8
2979,1005,1,single_score,7
2980,1005,2,single_score,7
2981,1005,3,single_score,7
2982,1006,1,single_score,8
2983,1006,2,single_score,8
2984,1006,3,single_score,8
2985,1007,1,single_score,6
2986,1007,2,single_score,6
2987,1007,3,single_score,6
2988,1008,1,single_score,9
2989,1008,2,single_score,9
2990,1008,3,single_score,8
2991,1009,1,single_score,9
2992,1009,2,single_score,9
2993,1009,3,single_score,9
2994,1010,1,single_score,8
2995,1010,2,single_score,8
2996,1010,3,single_score,8
2997,1011,1,single_score,8
2998,1011,2,single_score,8
2999,1011,3,single_score,8
3000,1012,1,single_score,7
3001,1012,2,single_score,6
3002,1012,5,single_score,7
3003,1012,3,single_score,7
3004,1013,1,single_score,8
3005,1013,2,single_score,7
3006,1013,5,single_score,7
3007,1013,3,single_score,8
3008,1014,1,single_score,9
3009,1014,2,single_score,8
3010,1014,5,single_score,9
3011,1014,3,single_score,9
3012,1015,1,single_score,7
3013,1015,2,single_score,7
3014,1015,5,single_score,7
3015,1015,3,single_score,7
3016,1016,1,single_score,9
3017,1016,2,single_score,7
3018,1016,3,single_score,9
3019,1017,1,single_score,7
3020,1017,2,single_score,7
3021,1017,3,single_score,7
3022,1018,1,single_score,7
3023,1018,2,single_score,7
3024,1018,3,single_score,7
3025,1019,1,single_score,10
3026,1019,2,single_score,9.5
3027,1019,3,single_score,10
3028,1020,1,single_score,8.5
3029,1020,2,single_score,8.5
3030,1020,3,single_score,8.5
3031,1021,1,single_score,9.5
3032,1021,2,single_score,9.5
3033,1021,3,single_score,10
3034,1023,1,single_score,8
3035,1023,2,single_score,7
3036,1023,3,single_score,8
3037,1024,1,single_score,7
3038,1024,2,single_score,6
3039,1024,3,single_score,7
3040,1025,1,single_score,8
3041,1025,2,single_score,8
3042,1025,3,single_score,8
3043,1026,1,single_score,6
3044,1026,2,single_score,7
3045,1026,3,single_score,7
3046,1027,1,single_score,7
3047,1027,2,single_score,8
3048,1027,3,single_score,7
3049,1028,1,single_score,9
3050,1028,2,single_score,9
3051,1028,3,single_score,9
3052,1029,1,single_score,9
3053,1029,2,single_score,9
3054,1029,3,single_score,9
3055,1030,1,single_score,10
3056,1030,2,single_score,9
3057,1030,3,single_score,9
3058,1031,1,single_score,9
3059,1031,2,single_score,9
3060,1031,3,single_score,10
3061,1032,1,single_score,8
3062,1032,2,single_score,8
3063,1032,3,single_score,8
3064,1034,1,single_score,10
3065,1034,2,single_score,9
3066,1034,3,single_score,10
3067,1035,1,single_score,8
3068,1035,7,single_score,8
3069,1035,5,single_score,8
3070,1035,3,single_score,8
3071,1036,1,single_score,7
3072,1036,7,single_score,9
3073,1036,5,single_score,6
3074,1036,3,single_score,7
3075,1037,1,single_score,7
3076,1037,7,single_score,8
3077,1037,5,single_score,8
3078,1037,3,single_score,8
3079,1038,1,single_score,7
3080,1038,7,single_score,7
3081,1038,5,single_score,7
3082,1038,3,single_score,7
3083,1039,1,single_score,6
3084,1039,2,single_score,7
3085,1039,3,single_score,7
3086,1040,1,single_score,8
3087,1040,2,single_score,8
3088,1040,3,single_score,8
3089,1041,1,single_score,6
3090,1041,2,single_score,5
3091,1041,3,single_score,6
3092,1042,1,single_score,8
3093,1042,2,single_score,9
3094,1042,3,single_score,8
3095,1043,1,single_score,9
3096,1043,2,single_score,9
3097,1043,3,single_score,9
3098,1044,1,single_score,10
3099,1044,2,single_score,10
3100,1044,3,single_score,10
3101,1045,1,single_score,9
3102,1045,2,single_score,9
3103,1045,3,single_score,9
3104,1046,1,single_score,10
3105,1046,2,single_score,9
3106,1046,5,single_score,10
3107,1046,3,single_score,10
3108,1047,1,single_score,8
3109,1047,2,single_score,8
3110,1047,5,single_score,8
3111,1047,3,single_score,8
3112,1048,1,single_score,7
3113,1048,2,single_score,7
3114,1048,5,single_score,7
3115,1048,3,single_score,7
3116,1049,1,single_score,7
3117,1049,2,single_score,7
3118,1049,3,single_score,8
3119,1050,1,single_score,9
3120,1050,2,single_score,9
3121,1050,8,single_score,9
3122,1050,3,single_score,9
3123,1051,1,single_score,9
3124,1051,2,single_score,9
3125,1051,3,single_score,9
3126,1052,1,single_score,7
3127,1052,2,single_score,6
3128,1052,3,single_score,7
3129,1053,1,single_score,9
3130,1053,2,single_score,8
3131,1053,3,single_score,9
3132,1054,1,single_score,8
3133,1054,2,single_score,7
3134,1054,3,single_score,8
3135,1055,1,single_score,5
3136,1055,2,single_score,5
3137,1055,3,single_score,5
3138,1056,1,single_score,8
3139,1056,2,single_score,7
3140,1056,3,single_score,8
3141,1057,1,single_score,6
3142,1057,2,single_score,6
3143,1057,3,single_score,6
3144,1058,1,single_score,6
3145,1058,2,single_score,6
3146,1058,3,single_score,6
3147,1059,1,single_score,10
3148,1059,2,single_score,10
3149,1059,3,single_score,9
3150,1060,1,single_score,10
3151,1060,2,single_score,9
3152,1060,3,single_score,10
3153,1061,1,single_score,9
3154,1061,2,single_score,9
3155,1061,3,single_score,9
3156,1062,1,single_score,10
3157,1062,2,single_score,9
3158,1062,3,single_score,10
3159,1063,1,single_score,10
3160,1063,2,single_score,10
3161,1063,3,single_score,10
3162,1064,1,single_score,8
3163,1064,2,single_score,7
3164,1064,3,single_score,8
3165,1065,1,single_score,7
3166,1065,2,single_score,8
3167,1065,3,single_score,7
3168,1066,1,single_score,9
3169,1066,2,single_score,8
3170,1066,3,single_score,9
3171,1067,1,single_score,7
3172,1067,7,single_score,7
3173,1067,5,single_score,7
3174,1067,3,single_score,8
3175,1068,1,single_score,8
3176,1068,7,single_score,8
3177,1068,5,single_score,8
3178,1068,3,single_score,8
3179,1069,1,single_score,8
3180,1069,7,single_score,8
3181,1069,5,single_score,8
3182,1069,3,single_score,8
3183,1070,1,single_score,9
3184,1070,2,single_score,8
3185,1070,3,single_score,9
3186,1071,1,single_score,6
3187,1071,2,single_score,6
3188,1071,3,single_score,7
3189,1072,1,single_score,8
3190,1072,2,single_score,7
3191,1072,3,single_score,8
3192,1073,1,single_score,8
3193,1073,2,single_score,8
3194,1073,3,single_score,8
3195,1074,1,single_score,9
3196,1074,2,single_score,10
3197,1074,3,single_score,10
3198,1075,1,single_score,10
3199,1075,2,single_score,10
3200,1075,3,single_score,9
3201,1076,1,single_score,6
3202,1076,2,single_score,6
3203,1076,5,single_score,6
3204,1076,3,single_score,6
3205,1077,1,single_score,7
3206,1077,2,single_score,6
3207,1077,5,single_score,7
3208,1077,3,single_score,7
3209,1078,1,single_score,8
3210,1078,2,single_score,8
3211,1078,5,single_score,9
3212,1078,3,single_score,9
3213,1079,1,single_score,8
3214,1079,2,single_score,7
3215,1079,8,single_score,8
3216,1079,3,single_score,8
3217,1080,1,single_score,9
3218,1080,2,single_score,8
3219,1080,8,single_score,9
3220,1080,3,single_score,9
3221,1081,1,single_score,9
3222,1081,2,single_score,9
3223,1081,8,single_score,9
3224,1081,3,single_score,9
3225,1082,1,single_score,7
3226,1082,2,single_score,7
3227,1082,8,single_score,8
3228,1082,3,single_score,8
3229,1083,1,single_score,9
3230,1083,2,single_score,8
3231,1083,3,single_score,10
3232,1084,1,single_score,8.5
3233,1084,2,single_score,9.5
3234,1084,3,single_score,9
3235,1085,1,single_score,10
3236,1085,2,single_score,9.5
3237,1085,3,single_score,9.5
3238,1086,1,single_score,9
3239,1086,2,single_score,8
3240,1086,3,single_score,9
3241,1087,1,single_score,9
3242,1087,2,single_score,8
3243,1087,3,single_score,9
3244,1088,1,single_score,7
3245,1088,2,single_score,6
3246,1088,9,single_score,6
3247,1088,3,single_score,7
3248,1089,1,single_score,9
3249,1089,2,single_score,8
3250,1089,3,single_score,9
3251,1090,1,single_score,7
3252,1090,2,single_score,6
3253,1090,3,single_score,7
3254,1091,1,single_score,7
3255,1091,2,single_score,6
3256,1091,3,single_score,7
3257,1092,1,single_score,8
3258,1092,2,single_score,8
3259,1092,3,single_score,8
3260,1093,1,single_score,9
3261,1093,2,single_score,9
3262,1093,3,single_score,10
3263,1094,1,single_score,10
3264,1094,2,single_score,9
3265,1094,3,single_score,9
3266,1095,1,single_score,9
3267,1095,2,single_score,9
3268,1095,3,single_score,10
3269,1096,1,single_score,9
3270,1096,2,single_score,9
3271,1096,3,single_score,9
3272,1097,1,single_score,9
3273,1097,2,single_score,9
3274,1097,3,single_score,9
3275,1098,1,single_score,10
3276,1098,7,single_score,10
3277,1098,5,single_score,10
3278,1098,3,single_score,10
3279,1099,1,single_score,8
3280,1099,7,single_score,10
3281,1099,5,single_score,8
3282,1099,3,single_score,8
3283,1100,1,single_score,10
3284,1100,7,single_score,10
3285,1100,5,single_score,10
3286,1100,3,single_score,10
3287,1101,1,single_score,9
3288,1101,5,single_score,9
3289,1101,3,single_score,9
3290,1101,10,single_score,9
3291,1102,1,single_score,8
3292,1102,2,single_score,8
3293,1102,3,single_score,8
3294,1103,1,single_score,9
3295,1103,2,single_score,9
3296,1103,3,single_score,9
3297,1104,1,single_score,10
3298,1104,2,single_score,10
3299,1104,3,single_score,10
3300,1105,1,single_score,10
3301,1105,2,single_score,10
3302,1105,3,single_score,10
3303,1106,1,single_score,9
3304,1106,2,single_score,10
3305,1106,3,single_score,9
3306,1107,1,single_score,7
3307,1107,2,single_score,6
3308,1107,5,single_score,7
3309,1107,3,single_score,7
3310,1108,1,single_score,7
3311,1108,2,single_score,7
3312,1108,5,single_score,7
3313,1108,3,single_score,7
3314,1109,1,single_score,10
3315,1109,2,single_score,9
3316,1109,5,single_score,9
3317,1109,3,single_score,10
3318,1110,1,single_score,10
3319,1110,2,single_score,9
3320,1110,8,single_score,10
3321,1110,3,single_score,10
3322,1111,1,single_score,9
3323,1111,2,single_score,9
3324,1111,8,single_score,9
3325,1111,3,single_score,9
3326,1112,1,single_score,9
3327,1112,2,single_score,9
3328,1112,8,single_score,9
3329,1112,3,single_score,9
3330,1114,1,single_score,9
3331,1114,2,single_score,9
3332,1114,3,single_score,9.5
3333,1115,1,single_score,8
3334,1115,2,single_score,7
3335,1115,3,single_score,8
3336,1116,1,single_score,7
3337,1116,2,single_score,6
3338,1116,3,single_score,7
3339,1117,1,single_score,7
3340,1117,2,single_score,7
3341,1117,3,single_score,7
3342,1118,1,single_score,5
3343,1118,2,single_score,5
3344,1118,9,single_score,5
3345,1118,3,single_score,5
3346,1119,1,single_score,6
3347,1119,2,single_score,6
3348,1119,9,single_score,6
3349,1119,3,single_score,6
3350,1120,1,single_score,7
3351,1120,2,single_score,6
3352,1120,9,single_score,7
3353,1120,3,single_score,7
3354,1121,1,single_score,5
3355,1121,2,single_score,5
3356,1121,9,single_score,5
3357,1121,3,single_score,5
3358,1122,1,single_score,6
3359,1122,2,single_score,6
3360,1122,3,single_score,6
3361,1123,1,single_score,5
3362,1123,2,single_score,5
3363,1123,3,single_score,6
3364,1124,1,single_score,9
3365,1124,2,single_score,8
3366,1124,3,single_score,9
3367,1125,1,single_score,7
3368,1125,2,single_score,8
3369,1125,3,single_score,8
3370,1126,1,single_score,9
3371,1126,2,single_score,8
3372,1126,3,single_score,9
3373,1127,1,single_score,9
3374,1127,2,single_score,9
3375,1127,3,single_score,10
3376,1128,1,single_score,10
3377,1128,2,single_score,9
3378,1128,3,single_score,10
3379,1129,1,single_score,5
3380,1129,2,single_score,6
3381,1129,3,single_score,6
3382,1130,1,single_score,7
3383,1130,2,single_score,7
3384,1130,3,single_score,7
3385,1131,1,single_score,10
3386,1131,2,single_score,9
3387,1131,3,single_score,10
3388,1132,1,single_score,10
3389,1132,2,single_score,10
3390,1132,3,single_score,10
3391,1133,1,single_score,6
3392,1133,5,single_score,6
3393,1133,3,single_score,6
3394,1133,10,single_score,6
3395,1134,1,single_score,8
3396,1134,5,single_score,7
3397,1134,3,single_score,7
3398,1134,10,single_score,7
3399,1135,1,single_score,8
3400,1135,5,single_score,8
3401,1135,3,single_score,8
3402,1135,10,single_score,9
3403,1136,1,single_score,6
3404,1136,5,single_score,6
3405,1136,3,single_score,6
3406,1136,10,single_score,7
3407,1137,1,single_score,9
3408,1137,2,single_score,8
3409,1137,3,single_score,9
3410,1138,1,single_score,8
3411,1138,2,single_score,9
3412,1138,3,single_score,8
3413,1139,1,single_score,9
3414,1139,2,single_score,9
3415,1139,3,single_score,9
3416,1140,1,single_score,6
3417,1140,2,single_score,5
3418,1140,3,single_score,5
3419,1141,1,single_score,10
3420,1141,2,single_score,10
3421,1141,3,single_score,10
3422,1142,1,single_score,10
3423,1142,2,single_score,10
3424,1142,3,single_score,10
3425,1143,1,single_score,10
3426,1143,2,single_score,10
3427,1143,3,single_score,10
3428,1144,1,single_score,9
3429,1144,2,single_score,9
3430,1144,3,single_score,10
3431,1145,1,single_score,10
3432,1145,2,single_score,9
3433,1145,5,single_score,10
3434,1145,3,single_score,10
3435,1146,1,single_score,9
3436,1146,2,single_score,9
3437,1146,5,single_score,10
3438,1146,3,single_score,10
3439,1147,1,single_score,8
3440,1147,2,single_score,7
3441,1147,5,single_score,7
3442,1147,3,single_score,7
3443,1148,1,single_score,8
3444,1148,2,single_score,8
3445,1148,8,single_score,8
3446,1148,3,single_score,8
3447,1149,1,single_score,7
3448,1149,2,single_score,7
3449,1149,5,single_score,7
3450,1149,3,single_score,7
3451,1150,1,single_score,10
3452,1150,2,single_score,10
3453,1150,3,single_score,10
3454,1151,1,single_score,9
3455,1151,2,single_score,9
3456,1151,3,single_score,9
3457,1152,1,single_score,9.5
3458,1152,2,single_score,10
3459,1152,3,single_score,10
3460,1153,1,single_score,9.5
3461,1153,2,single_score,8.5
3462,1153,3,single_score,10
3463,1154,1,single_score,7
3464,1154,2,single_score,5
3465,1154,3,single_score,7
3466,1155,1,single_score,9
3467,1155,2,single_score,8
3468,1155,3,single_score,9
3469,1156,1,single_score,7
3470,1156,2,single_score,7
3471,1156,3,single_score,8
3472,1157,1,single_score,5
3473,1157,2,single_score,5
3474,1157,9,single_score,5
3475,1157,3,single_score,5
3476,1158,1,single_score,7
3477,1158,2,single_score,7
3478,1158,9,single_score,7
3479,1158,3,single_score,8
3480,1159,1,single_score,6
3481,1159,2,single_score,5
3482,1159,9,single_score,5
3483,1159,3,single_score,5
3484,1160,1,single_score,4
3485,1160,2,single_score,4
3486,1160,9,single_score,5
3487,1160,3,single_score,4
3488,1161,1,single_score,6
3489,1161,2,single_score,6
3490,1161,3,single_score,6
3491,1162,1,single_score,7
3492,1162,2,single_score,7
3493,1162,3,single_score,7
3494,1163,1,single_score,7
3495,1163,2,single_score,7
3496,1163,3,single_score,7
3497,1164,1,single_score,8
3498,1164,2,single_score,9
3499,1164,3,single_score,8
3500,1165,1,single_score,8
3501,1165,2,single_score,8
3502,1165,3,single_score,8
3503,1166,1,single_score,9
3504,1166,2,single_score,10
3505,1166,3,single_score,10
3506,1167,1,single_score,8
3507,1167,2,single_score,8
3508,1167,3,single_score,9
3509,1168,1,single_score,9
3510,1168,2,single_score,10
3511,1168,3,single_score,10
3512,1169,1,single_score,8
3513,1169,2,single_score,7
3514,1169,3,single_score,7
3515,1170,1,single_score,10
3516,1170,5,single_score,10
3517,1170,3,single_score,10
3518,1170,10,single_score,9
3519,1171,1,single_score,7
3520,1171,5,single_score,7
3521,1171,3,single_score,7
3522,1171,10,single_score,8
3523,1172,1,single_score,7
3524,1172,5,single_score,7
3525,1172,3,single_score,7
3526,1172,10,single_score,7
3527,1173,1,single_score,9
3528,1173,5,single_score,10
3529,1173,3,single_score,9
3530,1173,10,single_score,9
3531,1174,1,single_score,8
3532,1174,2,single_score,8
3533,1174,3,single_score,8
3534,1175,1,single_score,8
3535,1175,2,single_score,8
3536,1175,3,single_score,8
3537,1176,1,single_score,7
3538,1176,2,single_score,7
3539,1176,3,single_score,8
3540,1177,1,single_score,9
3541,1177,2,single_score,8
3542,1177,3,single_score,9
3543,1178,1,single_score,9
3544,1178,2,single_score,9
3545,1178,3,single_score,9
3546,1179,1,single_score,8
3547,1179,2,single_score,8
3548,1179,3,single_score,8
3549,1180,1,single_score,8
3550,1180,2,single_score,7
3551,1180,3,single_score,7
3552,1181,1,single_score,8
3553,1181,2,single_score,8
3554,1181,3,single_score,9
3555,1182,1,single_score,9
3556,1182,2,single_score,8
3557,1182,5,single_score,8
3558,1182,3,single_score,9
3559,1183,1,single_score,9
3560,1183,2,single_score,8
3561,1183,5,single_score,8
3562,1183,3,single_score,9
3563,1184,1,single_score,7
3564,1184,2,single_score,7
3565,1184,5,single_score,7
3566,1184,3,single_score,7
3567,1185,1,single_score,9
3568,1185,2,single_score,8
3569,1185,5,single_score,9
3570,1185,3,single_score,9
3571,1186,1,single_score,8
3572,1186,2,single_score,8
3573,1186,5,single_score,9
3574,1186,3,single_score,8
3575,1187,1,single_score,8
3576,1187,2,single_score,8
3577,1187,5,single_score,8
3578,1187,3,single_score,8
3579,1188,1,single_score,9.5
3580,1188,2,single_score,8.5
3581,1188,3,single_score,9.5
3582,1189,1,single_score,10
3583,1189,2,single_score,10
3584,1189,3,single_score,10
3585,1190,1,single_score,8.5
3586,1190,2,single_score,8.5
3587,1190,3,single_score,9.5
3588,1191,1,single_score,8
3589,1191,2,single_score,8
3590,1191,3,single_score,9
3591,1192,1,single_score,6
3592,1192,2,single_score,5
3593,1192,3,single_score,6
3594,1193,1,single_score,8
3595,1193,2,single_score,8
3596,1193,3,single_score,8
3597,1194,1,single_score,7
3598,1194,2,single_score,7
3599,1194,3,single_score,7
3600,1195,1,single_score,7
3601,1195,2,single_score,7
3602,1195,9,single_score,6
3603,1195,3,single_score,7
3604,1196,1,single_score,7
3605,1196,2,single_score,7
3606,1196,9,single_score,7
3607,1196,3,single_score,7
3608,1197,1,single_score,5
3609,1197,2,single_score,5
3610,1197,9,single_score,5
3611,1197,3,single_score,6
3612,1198,1,single_score,7
3613,1198,2,single_score,7
3614,1198,9,single_score,7
3615,1198,3,single_score,7
3616,1199,1,single_score,8
3617,1199,2,single_score,7
3618,1199,3,single_score,8
3619,1200,1,single_score,6
3620,1200,2,single_score,5
3621,1200,3,single_score,5
3622,1201,1,single_score,8
3623,1201,2,single_score,8
3624,1201,3,single_score,8
3625,1202,1,single_score,5
3626,1202,2,single_score,5
3627,1202,3,single_score,5
3628,1203,1,single_score,10
3629,1203,2,single_score,10
3630,1203,3,single_score,10
3631,1204,1,single_score,8
3632,1204,2,single_score,8
3633,1204,3,single_score,9
3634,1205,1,single_score,9
3635,1205,2,single_score,9
3636,1205,3,single_score,8
3637,1206,1,single_score,10
3638,1206,2,single_score,9
3639,1206,3,single_score,10
3640,1207,1,single_score,7
3641,1207,2,single_score,6
3642,1207,3,single_score,5
3643,1208,1,single_score,10
3644,1208,5,single_score,10
3645,1208,3,single_score,10
3646,1208,10,single_score,10
3647,1209,1,single_score,8
3648,1209,11,single_score,6
3649,1209,5,single_score,7
3650,1209,3,single_score,7
3651,1210,1,single_score,9
3652,1210,2,single_score,8
3653,1210,3,single_score,8
3654,1211,1,single_score,6
3655,1211,2,single_score,5
3656,1211,3,single_score,5
3657,1212,1,single_score,8
3658,1212,5,single_score,8
3659,1212,3,single_score,8
3660,1213,1,single_score,9
3661,1213,2,single_score,10
3662,1213,3,single_score,10
3663,1214,1,single_score,10
3664,1214,2,single_score,10
3665,1214,3,single_score,10
3666,1215,1,single_score,7
3667,1215,2,single_score,7
3668,1215,5,single_score,7
3669,1215,3,single_score,8
3670,1216,1,single_score,8
3671,1216,2,single_score,8
3672,1216,5,single_score,7
3673,1216,3,single_score,9
3674,1217,1,single_score,8
3675,1217,2,single_score,7
3676,1217,5,single_score,8
3677,1217,3,single_score,8
3678,1218,1,single_score,10
3679,1218,2,single_score,8
3680,1218,5,single_score,9
3681,1218,3,single_score,10
3682,1219,1,single_score,7
3683,1219,2,single_score,8
3684,1219,5,single_score,9
3685,1219,3,single_score,9
3686,1220,1,single_score,9
3687,1220,2,single_score,8
3688,1220,5,single_score,8
3689,1220,3,single_score,9
3690,1221,1,single_score,8
3691,1221,2,single_score,7
3692,1221,5,single_score,8
3693,1221,3,single_score,8
3694,1222,1,single_score,8
3695,1222,2,single_score,8
3696,1222,5,single_score,8
3697,1222,3,single_score,8
3698,1225,1,single_score,9
3699,1225,2,single_score,9
3700,1225,3,single_score,9
3701,1226,1,single_score,9
3702,1226,2,single_score,7
3703,1226,3,single_score,9
3704,1227,1,single_score,8
3705,1227,2,single_score,8
3706,1227,3,single_score,8
3707,1228,1,single_score,6
3708,1228,2,single_score,6
3709,1228,9,single_score,6
3710,1228,3,single_score,6
3711,1229,1,single_score,7
3712,1229,2,single_score,4
3713,1229,9,single_score,5
3714,1229,3,single_score,5
3715,1230,1,single_score,7
3716,1230,2,single_score,6
3717,1230,9,single_score,6
3718,1230,3,single_score,6
3719,1231,1,single_score,6
3720,1231,2,single_score,5
3721,1231,9,single_score,6
3722,1231,3,single_score,5
3723,1232,1,single_score,6
3724,1232,2,single_score,5
3725,1232,9,single_score,6
3726,1232,3,single_score,6
3727,1233,1,single_score,5
3728,1233,2,single_score,4
3729,1233,9,single_score,4
3730,1233,3,single_score,5
3731,1234,1,single_score,7
3732,1234,2,single_score,7
3733,1234,9,single_score,7
3734,1234,3,single_score,7
3735,1235,1,single_score,8
3736,1235,2,single_score,8
3737,1235,9,single_score,8
3738,1235,3,single_score,8
3739,1236,1,single_score,7
3740,1236,2,single_score,7
3741,1236,3,single_score,7
3742,1237,1,single_score,8
3743,1237,2,single_score,8
3744,1237,3,single_score,8
3745,1240,1,single_score,10
3746,1240,2,single_score,9
3747,1240,3,single_score,10
3748,1241,1,single_score,9
3749,1241,2,single_score,10
3750,1241,3,single_score,10
3751,1242,1,single_score,10
3752,1242,2,single_score,10
3753,1242,3,single_score,10
3754,1243,1,single_score,9
3755,1243,2,single_score,10
3756,1243,3,single_score,10
3757,1244,1,single_score,6
3758,1244,2,single_score,7
3759,1244,3,single_score,7
3760,1245,1,single_score,9
3761,1245,2,single_score,9
3762,1245,3,single_score,9
3763,1246,1,single_score,9
3764,1246,2,single_score,8
3765,1246,3,single_score,9
3766,1247,1,single_score,10
3767,1247,2,single_score,8
3768,1247,3,single_score,10
3769,1248,1,single_score,10
3770,1248,2,single_score,10
3771,1248,3,single_score,10
3772,1249,1,single_score,8
3773,1249,11,single_score,8
3774,1249,5,single_score,8
3775,1249,3,single_score,8
3776,1250,1,single_score,6
3777,1250,11,single_score,6
3778,1250,5,single_score,6
3779,1250,3,single_score,6
3780,1251,1,single_score,8
3781,1251,11,single_score,9
3782,1251,5,single_score,9
3783,1251,3,single_score,8
3784,1252,1,single_score,8
3785,1252,11,single_score,8
3786,1252,5,single_score,8
3787,1252,3,single_score,9
3788,1253,1,single_score,9
3789,1253,5,single_score,9
3790,1253,3,single_score,9
3791,1254,1,single_score,7
3792,1254,5,single_score,7
3793,1254,3,single_score,7
3794,1255,1,single_score,6
3795,1255,5,single_score,6
3796,1255,3,single_score,6
3797,1256,1,single_score,10
3798,1256,2,single_score,10
